timestamp,soil_temp,air_temp,soil_moisture,humidity,light_intensity,irrigation_status
2025-11-04 14:20:59,25.86,34.59,39.1,58.38,504.22,0
2025-11-04 14:20:59,29.77,25.34,40.24,61.63,1076.77,0
2025-11-04 14:20:59,37.2,29.7,85.35,55.73,410.5,2
2025-11-04 14:20:59,23.8,35.98,44.73,35.64,729.9,0
2025-11-04 14:20:59,33.67,37.88,53.31,44.51,356.33,0
2025-11-04 14:20:59,27.69,21.49,37.64,48.66,708.96,0
2025-11-04 14:20:59,36.59,18.94,64.91,40.36,1060.17,0
2025-11-04 14:20:59,19.15,22.7,84.88,65.57,1144.14,2
2025-11-04 14:20:59,18.12,31.13,20.08,55.36,402.63,1
2025-11-04 14:20:59,17.37,33.11,85.75,59.97,904.03,2
2025-11-04 14:20:59,22.21,37.46,72.69,42.96,351.21,2
2025-11-04 14:20:59,15.02,21.53,23.11,65.13,1087.62,1
2025-11-04 14:20:59,36.51,41.05,58.29,43.89,530.23,0
2025-11-04 14:20:59,17.14,31.02,41.06,72.01,678.25,0
2025-11-04 14:20:59,21.61,35.68,70.56,83.44,772.04,2
2025-11-04 14:20:59,25.07,23.64,66.37,45.88,376.53,0
2025-11-04 14:20:59,22.78,39.05,13.74,32.42,158.39,1
2025-11-04 14:20:59,16.49,36.35,86.67,32.58,329.88,2
2025-11-04 14:20:59,20.02,19.32,45.19,59.53,1079.24,0
2025-11-04 14:20:59,15.95,23.89,49.58,50.41,637.85,0
2025-11-04 14:20:59,28.13,26.11,27.75,92.77,1149.69,1
2025-11-04 14:20:59,30.19,21.21,28.84,64.55,107.86,1
2025-11-04 14:20:59,31.54,21.06,60.31,57.38,819.24,0
2025-11-04 14:20:59,17.52,39.08,53.11,40.75,719.38,0
2025-11-04 14:20:59,36.83,37.51,47.44,74.88,1135.73,0
2025-11-04 14:20:59,33.07,20.4,88.74,36.76,445.37,2
2025-11-04 14:20:59,27.59,39.19,10.82,71.8,654.79,1
2025-11-04 14:20:59,19.18,40.72,19.04,69.86,930.23,1
2025-11-04 14:20:59,34.32,29.87,50.85,37.26,743.99,0
2025-11-04 14:20:59,25.52,36.95,87.7,92.35,1052.03,2
2025-11-04 14:20:59,17.38,21.96,69.1,75.64,558.2,0
2025-11-04 14:20:59,36.02,38.85,80.7,56.11,848.27,2
2025-11-04 14:20:59,37.59,29.99,51.68,33.64,675.22,0
2025-11-04 14:20:59,33.34,24.95,57.97,67.67,154.7,0
2025-11-04 14:20:59,22.91,41.91,72.68,94.08,288.99,2
2025-11-04 14:20:59,19.02,25.67,40.84,56.33,564.33,0
2025-11-04 14:20:59,28.96,23.11,79.56,54.02,457.13,2
2025-11-04 14:20:59,29.99,18.55,66.66,51.11,752.78,0
2025-11-04 14:20:59,32.07,38.71,56.76,43.99,813.04,0
2025-11-04 14:20:59,19.66,23.61,86.74,46.58,349.67,2
2025-11-04 14:20:59,31.0,36.66,23.01,76.45,381.43,1
2025-11-04 14:20:59,35.03,19.61,67.34,93.22,710.87,0
2025-11-04 14:20:59,31.47,18.74,39.22,72.06,329.83,0
2025-11-04 14:20:59,16.32,35.2,25.93,47.83,602.53,1
2025-11-04 14:20:59,32.5,33.77,10.01,72.81,255.73,1
2025-11-04 14:20:59,21.93,32.42,67.54,77.9,325.83,0
2025-11-04 14:20:59,26.79,27.27,83.72,88.89,1152.56,2
2025-11-04 14:20:59,20.16,19.94,43.42,59.08,1181.52,0
2025-11-04 14:20:59,17.56,36.31,31.73,91.23,181.59,0
2025-11-04 14:20:59,30.62,37.03,68.7,49.83,479.61,0
2025-11-04 14:20:59,25.23,18.53,33.7,56.87,818.95,0
2025-11-04 14:20:59,16.2,35.98,70.69,35.94,1192.61,2
2025-11-04 14:20:59,24.06,39.18,34.42,84.02,815.52,0
2025-11-04 14:20:59,27.67,33.15,34.85,75.13,219.67,0
2025-11-04 14:20:59,35.3,24.61,42.6,46.23,976.05,0
2025-11-04 14:20:59,21.53,19.91,52.61,76.25,789.94,0
2025-11-04 14:20:59,17.58,29.19,19.17,72.09,657.76,1
2025-11-04 14:20:59,31.35,34.25,35.59,53.57,1115.01,0
2025-11-04 14:20:59,25.11,19.2,58.39,60.32,444.12,0
2025-11-04 14:20:59,37.43,25.28,38.97,74.74,1088.51,0
2025-11-04 14:20:59,34.16,22.17,31.42,63.99,664.36,0
2025-11-04 14:20:59,29.72,40.45,15.91,83.8,380.62,1
2025-11-04 14:20:59,33.59,30.05,64.21,51.9,1047.79,0
2025-11-04 14:20:59,27.93,23.06,43.03,94.18,593.39,0
2025-11-04 14:20:59,28.74,29.86,20.86,50.07,1114.73,1
2025-11-04 14:20:59,16.89,24.88,77.76,92.21,214.28,2
2025-11-04 14:20:59,27.55,30.76,25.63,56.37,1106.87,1
2025-11-04 14:20:59,20.28,27.86,37.42,54.97,917.52,0
2025-11-04 14:20:59,32.67,40.42,87.37,94.73,1142.01,2
2025-11-04 14:20:59,32.1,20.14,36.02,51.62,463.04,0
2025-11-04 14:20:59,25.13,23.97,61.57,83.51,778.74,0
2025-11-04 14:20:59,22.1,38.12,86.14,94.84,968.6,2
2025-11-04 14:20:59,16.45,40.82,66.05,66.65,789.83,0
2025-11-04 14:20:59,15.83,20.6,79.08,92.52,814.36,2
2025-11-04 14:20:59,20.01,19.01,24.89,78.51,717.22,1
2025-11-04 14:20:59,30.74,21.95,61.77,76.17,300.53,0
2025-11-04 14:20:59,32.77,22.8,44.14,50.9,1069.79,0
2025-11-04 14:20:59,29.64,37.53,60.39,34.93,769.37,0
2025-11-04 14:20:59,15.92,30.74,78.7,58.04,880.31,2
2025-11-04 14:20:59,33.94,24.41,18.87,65.95,825.67,1
2025-11-04 14:20:59,35.95,34.61,81.36,57.38,842.21,2
2025-11-04 14:20:59,33.86,19.55,16.72,57.43,955.55,1
2025-11-04 14:20:59,24.1,21.18,33.36,39.91,176.95,0
2025-11-04 14:20:59,31.72,19.97,62.69,53.79,218.93,0
2025-11-04 14:20:59,34.5,23.22,68.49,56.17,721.4,0
2025-11-04 14:20:59,28.11,28.53,69.71,50.16,680.84,0
2025-11-04 14:20:59,29.13,31.99,13.09,90.58,1030.54,1
2025-11-04 14:20:59,27.97,24.11,43.7,63.18,215.59,0
2025-11-04 14:20:59,23.73,32.16,62.41,45.28,811.21,0
2025-11-04 14:20:59,28.23,32.49,38.63,59.86,1162.04,0
2025-11-04 14:20:59,30.11,30.69,25.08,77.52,820.48,1
2025-11-04 14:20:59,37.9,35.92,18.49,54.49,228.29,1
2025-11-04 14:20:59,33.46,25.48,43.91,33.85,279.61,0
2025-11-04 14:20:59,31.93,31.58,28.03,67.25,869.53,1
2025-11-04 14:20:59,16.03,31.71,49.67,43.12,1068.83,0
2025-11-04 14:20:59,27.58,22.21,74.6,93.12,587.93,2
2025-11-04 14:20:59,36.64,33.1,36.79,82.13,769.06,0
2025-11-04 14:20:59,32.72,29.74,42.14,78.99,820.18,0
2025-11-04 14:20:59,17.97,21.06,46.97,94.01,652.47,0
2025-11-04 14:20:59,27.86,32.78,57.57,75.94,451.51,0
2025-11-04 14:20:59,28.41,19.68,78.5,32.7,996.76,2
2025-11-04 14:20:59,26.21,19.72,59.85,67.62,283.17,0
2025-11-04 14:20:59,37.88,23.37,13.61,46.67,368.57,1
2025-11-04 14:20:59,28.46,27.0,19.6,56.0,161.29,1
2025-11-04 14:20:59,25.03,38.26,12.89,73.98,412.61,1
2025-11-04 14:20:59,24.79,25.53,63.2,74.11,523.16,0
2025-11-04 14:20:59,35.61,26.15,45.68,38.08,945.63,0
2025-11-04 14:20:59,30.52,21.32,20.67,37.51,234.6,1
2025-11-04 14:20:59,24.68,41.57,62.71,32.3,143.22,0
2025-11-04 14:20:59,36.92,28.5,60.06,47.82,454.7,0
2025-11-04 14:20:59,29.51,32.0,53.53,68.29,142.03,0
2025-11-04 14:20:59,16.97,35.86,50.77,57.28,1056.14,0
2025-11-04 14:20:59,19.54,18.6,39.2,59.78,909.49,0
2025-11-04 14:20:59,22.99,36.39,15.98,39.69,526.12,1
2025-11-04 14:20:59,19.89,28.89,73.62,66.13,940.31,2
2025-11-04 14:20:59,28.68,34.41,52.93,68.64,212.67,0
2025-11-04 14:20:59,37.1,25.62,85.73,39.96,719.66,2
2025-11-04 14:20:59,22.84,37.2,49.58,46.05,601.55,0
2025-11-04 14:20:59,35.12,33.12,73.75,30.13,116.7,2
2025-11-04 14:20:59,32.21,22.77,45.6,45.13,777.81,0
2025-11-04 14:20:59,36.95,29.6,49.19,38.39,1180.01,0
2025-11-04 14:20:59,20.54,40.82,62.2,65.31,993.61,0
2025-11-04 14:20:59,37.3,25.44,51.8,33.55,474.17,0
2025-11-04 14:20:59,30.08,31.04,60.34,61.65,202.06,0
2025-11-04 14:20:59,20.16,39.97,42.74,55.48,610.82,0
2025-11-04 14:20:59,24.24,28.67,10.39,50.58,465.69,1
2025-11-04 14:20:59,23.82,26.99,56.0,81.72,546.55,0
2025-11-04 14:20:59,24.62,29.84,85.56,56.14,527.8,2
2025-11-04 14:20:59,35.64,19.24,46.89,59.16,987.07,0
2025-11-04 14:20:59,28.6,39.93,33.38,35.12,440.28,0
2025-11-04 14:20:59,24.27,38.78,43.4,51.18,654.43,0
2025-11-04 14:20:59,23.92,34.62,63.09,62.8,1098.09,0
2025-11-04 14:20:59,32.68,31.91,64.13,62.48,511.18,0
2025-11-04 14:20:59,17.88,31.72,43.55,52.2,247.91,0
2025-11-04 14:20:59,26.59,39.77,80.36,34.82,895.78,2
2025-11-04 14:20:59,18.41,23.31,74.91,48.17,931.96,2
2025-11-04 14:20:59,20.91,19.94,62.5,67.72,493.99,0
2025-11-04 14:20:59,34.71,20.1,84.97,67.69,497.58,2
2025-11-04 14:20:59,18.13,22.35,80.23,50.03,247.22,2
2025-11-04 14:20:59,22.26,40.55,80.13,92.17,783.96,2
2025-11-04 14:20:59,15.32,29.11,33.52,86.42,315.36,0
2025-11-04 14:20:59,20.71,32.16,42.91,48.45,1175.49,0
2025-11-04 14:20:59,27.75,33.19,23.79,84.88,1124.38,1
2025-11-04 14:20:59,22.66,27.64,73.57,51.82,798.15,2
2025-11-04 14:20:59,18.59,19.41,10.56,49.32,965.26,1
2025-11-04 14:20:59,26.04,30.78,64.61,46.55,244.19,0
2025-11-04 14:20:59,25.83,35.8,83.29,52.19,325.3,2
2025-11-04 14:20:59,21.64,22.69,87.01,51.07,103.76,2
2025-11-04 14:20:59,37.75,23.55,24.12,53.75,887.53,1
2025-11-04 14:20:59,24.08,25.02,55.8,83.91,294.68,0
2025-11-04 14:20:59,26.39,34.86,42.64,68.03,872.83,0
2025-11-04 14:20:59,29.39,22.67,35.67,86.03,704.3,0
2025-11-04 14:20:59,18.53,19.69,81.9,72.44,400.15,2
2025-11-04 14:20:59,36.29,36.14,53.36,67.05,607.54,0
2025-11-04 14:20:59,37.97,39.46,73.12,93.31,971.21,2
2025-11-04 14:20:59,18.61,37.34,34.53,57.58,1015.64,0
2025-11-04 14:20:59,15.4,26.3,73.63,69.29,266.55,2
2025-11-04 14:20:59,36.24,18.27,57.25,80.33,1114.11,0
2025-11-04 14:20:59,26.17,21.19,52.6,40.97,147.77,0
2025-11-04 14:20:59,36.21,37.55,69.2,36.45,695.39,0
2025-11-04 14:20:59,16.56,37.26,24.43,69.63,871.7,1
2025-11-04 14:20:59,30.93,28.5,72.85,63.26,980.98,2
2025-11-04 14:20:59,32.62,20.06,30.8,82.87,1065.48,0
2025-11-04 14:20:59,15.0,25.2,24.89,89.42,1155.78,1
2025-11-04 14:20:59,22.11,39.0,53.51,52.29,699.84,0
2025-11-04 14:20:59,19.44,32.27,63.19,67.41,1190.97,0
2025-11-04 14:20:59,23.14,35.42,83.78,65.58,419.4,2
2025-11-04 14:20:59,15.79,35.13,57.26,87.84,238.1,0
2025-11-04 14:20:59,36.85,18.75,16.23,88.54,319.26,1
2025-11-04 14:20:59,28.49,38.38,62.75,87.04,674.67,0
2025-11-04 14:20:59,18.68,27.03,63.33,81.69,1104.1,0
2025-11-04 14:20:59,27.13,26.45,56.14,55.34,252.78,0
2025-11-04 14:20:59,21.08,19.49,84.55,63.55,264.98,2
2025-11-04 14:20:59,19.36,25.72,37.91,50.13,973.04,0
2025-11-04 14:20:59,31.03,32.26,42.84,34.72,769.21,0
2025-11-04 14:20:59,15.3,24.22,57.58,52.31,841.02,0
2025-11-04 14:20:59,28.06,21.51,35.8,91.55,401.58,0
2025-11-04 14:20:59,35.2,30.08,24.09,84.16,1064.97,1
2025-11-04 14:20:59,36.59,39.58,66.57,84.77,740.9,0
2025-11-04 14:20:59,31.89,25.49,31.5,72.45,625.05,0
2025-11-04 14:20:59,31.48,25.08,22.69,39.8,481.91,1
2025-11-04 14:20:59,17.19,20.28,19.91,63.71,736.67,1
2025-11-04 14:20:59,19.46,20.13,78.55,88.63,131.56,2
2025-11-04 14:20:59,24.93,39.29,41.3,51.86,1005.93,0
2025-11-04 14:20:59,35.56,18.79,24.88,72.95,1165.87,1
2025-11-04 14:20:59,25.85,33.38,12.87,33.02,1032.24,1
2025-11-04 14:20:59,16.03,35.13,57.0,46.15,428.43,0
2025-11-04 14:20:59,18.21,31.1,17.29,49.58,519.95,1
2025-11-04 14:20:59,27.92,25.41,30.26,72.99,779.26,0
2025-11-04 14:20:59,31.47,38.93,29.57,59.95,873.07,1
2025-11-04 14:20:59,30.5,30.29,30.97,31.77,1119.43,0
2025-11-04 14:20:59,23.61,29.94,55.48,89.79,874.04,0
2025-11-04 14:20:59,31.37,21.81,56.1,73.89,1037.44,0
2025-11-04 14:20:59,25.49,27.42,71.21,41.21,898.23,2
2025-11-04 14:20:59,33.49,30.06,25.53,90.35,253.52,1
2025-11-04 14:20:59,24.05,24.98,25.59,69.65,1116.16,1
2025-11-04 14:20:59,20.42,34.68,56.57,92.95,1032.61,0
2025-11-04 14:20:59,30.42,24.37,61.81,33.0,384.54,0
2025-11-04 14:20:59,21.78,37.86,23.57,87.7,169.47,1
2025-11-04 14:20:59,36.03,27.26,36.37,94.25,1114.68,0
2025-11-04 14:20:59,31.75,31.81,70.63,39.42,1021.51,2
2025-11-04 14:20:59,35.58,22.65,81.73,62.19,100.69,2
2025-11-04 14:20:59,29.93,38.32,37.05,76.79,1179.72,0
2025-11-04 14:20:59,15.88,27.12,61.32,65.53,990.27,0
2025-11-04 14:20:59,30.52,27.78,89.24,82.54,958.2,2
2025-11-04 14:20:59,37.94,33.02,68.44,83.9,1011.54,0
2025-11-04 14:20:59,27.65,37.42,43.25,40.38,907.73,0
2025-11-04 14:20:59,20.38,36.06,60.99,61.03,1119.18,0
2025-11-04 14:20:59,25.04,32.12,61.45,71.58,795.68,0
2025-11-04 14:20:59,36.38,19.37,53.6,57.04,967.15,0
2025-11-04 14:20:59,24.04,30.04,20.61,92.74,575.19,1
2025-11-04 14:20:59,35.84,24.17,13.06,88.36,651.15,1
2025-11-04 14:20:59,28.69,39.28,37.56,73.31,904.64,0
2025-11-04 14:20:59,35.33,28.19,25.01,58.68,814.93,1
2025-11-04 14:20:59,22.05,18.15,61.3,41.6,402.91,0
2025-11-04 14:20:59,33.49,38.17,40.49,58.64,708.53,0
2025-11-04 14:20:59,28.69,22.49,24.71,75.96,1194.37,1
2025-11-04 14:20:59,21.54,34.18,42.22,48.59,517.8,0
2025-11-04 14:20:59,25.19,26.76,11.17,49.68,1140.27,1
2025-11-04 14:20:59,21.79,37.72,69.53,46.7,783.25,0
2025-11-04 14:20:59,19.71,25.25,73.34,54.12,730.98,2
2025-11-04 14:20:59,15.54,26.04,84.32,31.76,245.17,2
2025-11-04 14:20:59,15.08,18.54,78.68,76.89,177.16,2
2025-11-04 14:20:59,35.26,28.18,20.16,77.1,196.34,1
2025-11-04 14:20:59,24.44,26.99,47.53,79.32,252.03,0
2025-11-04 14:20:59,34.78,21.84,19.03,47.53,742.39,1
2025-11-04 14:20:59,37.02,32.19,18.47,88.14,228.99,1
2025-11-04 14:20:59,33.12,39.24,36.9,77.76,111.42,0
2025-11-04 14:20:59,30.86,19.5,22.73,82.96,776.08,1
2025-11-04 14:20:59,15.45,35.23,54.38,42.54,342.7,0
2025-11-04 14:20:59,27.59,30.37,24.45,30.52,133.64,1
2025-11-04 14:20:59,25.32,18.86,60.09,61.57,984.18,0
2025-11-04 14:20:59,36.53,22.09,88.43,57.66,1105.95,2
2025-11-04 14:20:59,28.87,27.41,28.34,78.86,1119.35,1
2025-11-04 14:20:59,28.42,31.92,10.5,87.02,652.34,1
2025-11-04 14:20:59,34.74,37.94,10.71,51.6,352.79,1
2025-11-04 14:20:59,20.93,34.02,66.75,54.73,755.27,0
2025-11-04 14:20:59,33.32,19.57,50.85,45.56,973.14,0
2025-11-04 14:20:59,25.14,41.02,89.34,51.27,1128.93,2
2025-11-04 14:20:59,17.71,33.38,22.3,52.28,443.57,1
2025-11-04 14:20:59,25.32,19.27,45.02,50.92,624.98,0
2025-11-04 14:20:59,25.27,19.1,12.14,72.77,131.69,1
2025-11-04 14:20:59,26.48,22.09,80.84,51.26,174.49,2
2025-11-04 14:20:59,36.94,26.12,59.17,92.52,299.12,0
2025-11-04 14:20:59,31.59,35.0,85.49,86.31,347.1,2
2025-11-04 14:20:59,36.03,29.54,53.51,87.69,256.84,0
2025-11-04 14:20:59,16.13,27.48,43.97,49.01,795.13,0
2025-11-04 14:20:59,26.29,19.15,10.72,70.97,465.59,1
2025-11-04 14:20:59,17.43,29.03,44.96,34.37,202.79,0
2025-11-04 14:20:59,35.09,22.6,43.28,87.88,1155.49,0
2025-11-04 14:20:59,35.68,24.27,83.32,55.4,705.47,2
2025-11-04 14:20:59,26.49,34.65,81.51,43.03,514.13,2
2025-11-04 14:20:59,34.36,29.72,69.56,93.64,910.31,0
2025-11-04 14:20:59,19.88,30.26,66.58,73.77,587.61,0
2025-11-04 14:20:59,18.11,24.76,28.78,61.94,857.8,1
2025-11-04 14:20:59,29.23,37.36,73.44,66.78,470.22,2
2025-11-04 14:20:59,32.08,25.15,63.26,91.84,767.84,0
2025-11-04 14:20:59,19.68,20.29,30.96,84.95,130.33,0
2025-11-04 14:20:59,21.56,34.31,15.6,51.16,1184.55,1
2025-11-04 14:20:59,28.84,31.82,78.44,44.01,1143.88,2
2025-11-04 14:20:59,21.01,28.3,82.45,88.88,1174.29,2
2025-11-04 14:20:59,22.02,19.6,57.53,35.97,866.61,0
2025-11-04 14:20:59,21.95,23.69,80.42,87.47,170.36,2
2025-11-04 14:20:59,19.4,30.76,79.56,39.05,800.73,2
2025-11-04 14:20:59,25.81,25.86,83.97,47.03,380.61,2
2025-11-04 14:20:59,33.7,19.84,82.25,34.02,308.72,2
2025-11-04 14:20:59,30.65,26.17,77.89,61.74,261.49,2
2025-11-04 14:20:59,15.72,33.85,63.24,83.32,422.03,0
2025-11-04 14:20:59,23.62,19.87,18.46,64.43,827.02,1
2025-11-04 14:20:59,36.87,30.54,20.86,87.61,716.87,1
2025-11-04 14:20:59,15.56,20.72,79.37,72.72,385.83,2
2025-11-04 14:20:59,33.82,31.38,67.46,90.79,884.14,0
2025-11-04 14:20:59,17.31,33.93,77.74,78.48,670.62,2
2025-11-04 14:20:59,32.71,21.26,16.58,31.55,225.56,1
2025-11-04 14:20:59,17.82,27.54,32.0,71.47,462.2,0
2025-11-04 14:20:59,20.04,38.75,66.16,88.98,886.2,0
2025-11-04 14:20:59,33.07,32.9,35.36,51.39,660.9,0
2025-11-04 14:20:59,27.57,27.7,63.64,92.18,1019.61,0
2025-11-04 14:20:59,27.59,41.59,69.68,66.67,976.29,0
2025-11-04 14:20:59,17.02,33.22,78.95,42.28,606.23,2
2025-11-04 14:20:59,22.09,29.73,14.14,61.38,469.58,1
2025-11-04 14:20:59,20.56,25.38,16.41,61.26,576.6,1
2025-11-04 14:20:59,35.14,20.74,19.07,43.52,1139.95,1
2025-11-04 14:20:59,21.25,24.81,68.82,71.02,1048.1,0
2025-11-04 14:20:59,32.07,32.82,17.3,41.19,347.76,1
2025-11-04 14:20:59,25.66,24.07,75.71,64.62,206.72,2
2025-11-04 14:20:59,37.95,27.01,88.74,84.0,402.89,2
2025-11-04 14:20:59,37.21,22.79,79.25,46.96,999.56,2
2025-11-04 14:20:59,27.88,23.56,23.02,83.13,564.84,1
2025-11-04 14:20:59,25.55,36.0,48.59,81.06,233.84,0
2025-11-04 14:20:59,18.64,40.86,65.18,94.61,1139.61,0
2025-11-04 14:20:59,17.17,21.47,73.39,88.04,615.68,2
2025-11-04 14:20:59,21.59,32.06,42.64,92.68,601.76,0
2025-11-04 14:20:59,23.73,38.57,32.74,57.6,999.94,0
2025-11-04 14:20:59,27.41,25.26,68.85,91.2,405.26,0
2025-11-04 14:20:59,21.6,20.46,37.75,38.66,522.23,0
2025-11-04 14:20:59,37.35,31.5,85.19,48.03,119.65,2
2025-11-04 14:20:59,15.41,31.29,43.21,83.49,282.38,0
2025-11-04 14:20:59,22.47,37.95,84.57,71.74,257.63,2
2025-11-04 14:20:59,21.66,41.48,25.68,93.62,803.85,1
2025-11-04 14:20:59,29.95,30.19,47.61,58.55,460.61,0
2025-11-04 14:20:59,33.65,20.51,23.11,43.29,471.95,1
2025-11-04 14:20:59,30.65,24.63,40.31,60.77,897.23,0
2025-11-04 14:20:59,36.49,37.17,11.78,64.03,608.64,1
2025-11-04 14:20:59,16.64,38.98,73.33,37.12,744.95,2
2025-11-04 14:20:59,16.6,37.38,21.77,68.45,874.81,1
2025-11-04 14:20:59,17.12,31.23,85.22,33.63,890.11,2
2025-11-04 14:20:59,32.36,26.21,64.94,78.0,271.05,0
2025-11-04 14:20:59,31.48,34.71,61.71,66.4,963.57,0
2025-11-04 14:20:59,21.49,20.84,35.38,90.62,371.9,0
2025-11-04 14:20:59,35.17,21.01,19.09,59.53,205.54,1
2025-11-04 14:20:59,21.33,39.5,49.34,84.31,682.93,0
2025-11-04 14:20:59,15.88,35.05,40.55,34.06,1107.93,0
2025-11-04 14:20:59,23.59,18.16,68.71,74.08,408.85,0
2025-11-04 14:20:59,26.91,39.67,87.53,69.77,172.97,2
2025-11-04 14:20:59,35.54,33.68,82.49,60.32,673.04,2
2025-11-04 14:20:59,17.91,33.48,79.87,70.48,815.9,2
2025-11-04 14:20:59,23.53,29.93,39.75,37.52,959.84,0
2025-11-04 14:20:59,34.78,22.02,42.31,35.91,427.79,0
